"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Injury Intent"	"Injury Intent Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"20-24 years"	"20-24"	8	600311	1.3 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"25-34 years"	"25-34"	12	1093483	1.1 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"35-44 years"	"35-44"	8	847751	0.9 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"45-54 years"	"45-54"	4	616422	0.6 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"55-64 years"	"55-64"	5	583716	0.9 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Handgun"	"E965.0"	"Homicide"	"3"	"65-74 years"	"65-74"	1	433383	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"10-14 years"	"10-14"	3	459193	0.7 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"15-19 years"	"15-19"	4	508698	0.8 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"20-24 years"	"20-24"	3	600311	0.5 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"25-34 years"	"25-34"	18	1093483	1.6 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"35-44 years"	"35-44"	9	847751	1.1 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"45-54 years"	"45-54"	6	616422	1.0 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"55-64 years"	"55-64"	6	583716	1.0 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Shotgun"	"E965.1"	"Homicide"	"3"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"20-24 years"	"20-24"	1	600311	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"25-34 years"	"25-34"	2	1093483	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"35-44 years"	"35-44"	3	847751	0.4 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"45-54 years"	"45-54"	2	616422	0.3 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"55-64 years"	"55-64"	1	583716	0.2 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"1-4 years"	"1-4"	2	337676	0.6 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"5-9 years"	"5-9"	2	419423	0.5 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"10-14 years"	"10-14"	5	459193	1.1 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"15-19 years"	"15-19"	12	508698	2.4 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"20-24 years"	"20-24"	40	600311	6.7
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"25-34 years"	"25-34"	97	1093483	8.9
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"35-44 years"	"35-44"	54	847751	6.4
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"45-54 years"	"45-54"	32	616422	5.2
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"55-64 years"	"55-64"	17	583716	2.9 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"65-74 years"	"65-74"	13	433383	3.0 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"75-84 years"	"75-84"	4	212153	1.9 (Unreliable)
	"North Carolina"	"37"	"1985"	"1985"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"85+ years"	"85+"	2	57373	3.5 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E922.0"	"Unintentional "	"1"	"15-19 years"	"15-19"	1	515010	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E922.0"	"Unintentional "	"1"	"55-64 years"	"55-64"	1	583368	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	440608	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"20-24 years"	"20-24"	1	581194	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"25-34 years"	"25-34"	2	1115745	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"35-44 years"	"35-44"	2	881412	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"5-9 years"	"5-9"	1	426511	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	440608	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"5-9 years"	"5-9"	1	426511	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	440608	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"15-19 years"	"15-19"	7	515010	1.4 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"20-24 years"	"20-24"	8	581194	1.4 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"25-34 years"	"25-34"	5	1115745	0.4 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"35-44 years"	"35-44"	2	881412	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"45-54 years"	"45-54"	1	625548	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"55-64 years"	"55-64"	2	583368	0.3 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"65-74 years"	"65-74"	1	444415	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"85+ years"	"85+"	1	59473	1.7 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"15-19 years"	"15-19"	5	515010	1.0 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"20-24 years"	"20-24"	7	581194	1.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"25-34 years"	"25-34"	16	1115745	1.4 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"35-44 years"	"35-44"	11	881412	1.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"45-54 years"	"45-54"	13	625548	2.1 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"55-64 years"	"55-64"	15	583368	2.6 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"65-74 years"	"65-74"	14	444415	3.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"75-84 years"	"75-84"	8	220026	3.6 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E955.0"	"Suicide"	"2"	"85+ years"	"85+"	2	59473	3.4 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"15-19 years"	"15-19"	6	515010	1.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"20-24 years"	"20-24"	5	581194	0.9 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"25-34 years"	"25-34"	12	1115745	1.1 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"35-44 years"	"35-44"	15	881412	1.7 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"45-54 years"	"45-54"	11	625548	1.8 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"55-64 years"	"55-64"	16	583368	2.7 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"65-74 years"	"65-74"	8	444415	1.8 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"75-84 years"	"75-84"	6	220026	2.7 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E955.1"	"Suicide"	"2"	"85+ years"	"85+"	4	59473	6.7 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"15-19 years"	"15-19"	5	515010	1.0 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"20-24 years"	"20-24"	3	581194	0.5 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"25-34 years"	"25-34"	7	1115745	0.6 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"35-44 years"	"35-44"	6	881412	0.7 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"45-54 years"	"45-54"	8	625548	1.3 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"55-64 years"	"55-64"	5	583368	0.9 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"65-74 years"	"65-74"	4	444415	0.9 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"75-84 years"	"75-84"	1	220026	0.5 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"10-14 years"	"10-14"	1	440608	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"15-19 years"	"15-19"	20	515010	3.9
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"20-24 years"	"20-24"	30	581194	5.2
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"25-34 years"	"25-34"	65	1115745	5.8
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"35-44 years"	"35-44"	49	881412	5.6
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"45-54 years"	"45-54"	46	625548	7.4
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"55-64 years"	"55-64"	47	583368	8.1
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"65-74 years"	"65-74"	40	444415	9.0
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"75-84 years"	"75-84"	22	220026	10.0
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"85+ years"	"85+"	3	59473	5.0 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E965.0"	"Homicide"	"3"	"15-19 years"	"15-19"	2	515010	0.4 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E965.0"	"Homicide"	"3"	"20-24 years"	"20-24"	9	581194	1.5 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E965.0"	"Homicide"	"3"	"25-34 years"	"25-34"	8	1115745	0.7 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E965.0"	"Homicide"	"3"	"35-44 years"	"35-44"	7	881412	0.8 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E965.0"	"Homicide"	"3"	"45-54 years"	"45-54"	5	625548	0.8 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Handgun"	"E965.0"	"Homicide"	"3"	"65-74 years"	"65-74"	1	444415	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E965.1"	"Homicide"	"3"	"15-19 years"	"15-19"	2	515010	0.4 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E965.1"	"Homicide"	"3"	"20-24 years"	"20-24"	14	581194	2.4 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E965.1"	"Homicide"	"3"	"25-34 years"	"25-34"	22	1115745	2.0
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E965.1"	"Homicide"	"3"	"35-44 years"	"35-44"	13	881412	1.5 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E965.1"	"Homicide"	"3"	"45-54 years"	"45-54"	6	625548	1.0 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E965.1"	"Homicide"	"3"	"55-64 years"	"55-64"	4	583368	0.7 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E965.1"	"Homicide"	"3"	"65-74 years"	"65-74"	1	444415	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Shotgun"	"E965.1"	"Homicide"	"3"	"75-84 years"	"75-84"	1	220026	0.5 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"15-19 years"	"15-19"	4	515010	0.8 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"20-24 years"	"20-24"	1	581194	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"25-34 years"	"25-34"	4	1115745	0.4 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"35-44 years"	"35-44"	5	881412	0.6 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"55-64 years"	"55-64"	1	583368	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"5-9 years"	"5-9"	1	426511	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"10-14 years"	"10-14"	1	440608	0.2 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"15-19 years"	"15-19"	17	515010	3.3 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"20-24 years"	"20-24"	51	581194	8.8
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"25-34 years"	"25-34"	87	1115745	7.8
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"35-44 years"	"35-44"	58	881412	6.6
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"45-54 years"	"45-54"	25	625548	4.0
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"55-64 years"	"55-64"	17	583368	2.9 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"65-74 years"	"65-74"	11	444415	2.5 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"75-84 years"	"75-84"	5	220026	2.3 (Unreliable)
	"North Carolina"	"37"	"1986"	"1986"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E922.0"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	432687	0.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E922.0"	"Unintentional "	"1"	"25-34 years"	"25-34"	4	1133464	0.4 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E922.0"	"Unintentional "	"1"	"35-44 years"	"35-44"	1	916830	0.1 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"1-4 years"	"1-4"	1	347601	0.3 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"5-9 years"	"5-9"	1	430539	0.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"35-44 years"	"35-44"	2	916830	0.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"75-84 years"	"75-84"	1	229006	0.4 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	432687	0.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"< 1 year"	"1"	1	93501	1.1 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"10-14 years"	"10-14"	5	432687	1.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"15-19 years"	"15-19"	6	516928	1.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"20-24 years"	"20-24"	4	569118	0.7 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"25-34 years"	"25-34"	3	1133464	0.3 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"35-44 years"	"35-44"	2	916830	0.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"45-54 years"	"45-54"	1	640207	0.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"55-64 years"	"55-64"	2	583798	0.3 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E955.0"	"Suicide"	"2"	"15-19 years"	"15-19"	3	516928	0.6 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E955.0"	"Suicide"	"2"	"20-24 years"	"20-24"	7	569118	1.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E955.0"	"Suicide"	"2"	"25-34 years"	"25-34"	14	1133464	1.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E955.0"	"Suicide"	"2"	"35-44 years"	"35-44"	11	916830	1.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E955.0"	"Suicide"	"2"	"45-54 years"	"45-54"	19	640207	3.0 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E955.0"	"Suicide"	"2"	"55-64 years"	"55-64"	12	583798	2.1 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E955.0"	"Suicide"	"2"	"65-74 years"	"65-74"	8	454674	1.8 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E955.0"	"Suicide"	"2"	"75-84 years"	"75-84"	8	229006	3.5 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E955.0"	"Suicide"	"2"	"85+ years"	"85+"	2	61945	3.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun"	"E955.1"	"Suicide"	"2"	"15-19 years"	"15-19"	6	516928	1.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun"	"E955.1"	"Suicide"	"2"	"20-24 years"	"20-24"	9	569118	1.6 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun"	"E955.1"	"Suicide"	"2"	"25-34 years"	"25-34"	13	1133464	1.1 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun"	"E955.1"	"Suicide"	"2"	"35-44 years"	"35-44"	20	916830	2.2
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun"	"E955.1"	"Suicide"	"2"	"45-54 years"	"45-54"	10	640207	1.6 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun"	"E955.1"	"Suicide"	"2"	"55-64 years"	"55-64"	10	583798	1.7 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun"	"E955.1"	"Suicide"	"2"	"65-74 years"	"65-74"	13	454674	2.9 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun"	"E955.1"	"Suicide"	"2"	"75-84 years"	"75-84"	6	229006	2.6 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Shotgun"	"E955.1"	"Suicide"	"2"	"85+ years"	"85+"	1	61945	1.6 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"15-19 years"	"15-19"	5	516928	1.0 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"20-24 years"	"20-24"	3	569118	0.5 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"25-34 years"	"25-34"	7	1133464	0.6 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"35-44 years"	"35-44"	5	916830	0.5 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"45-54 years"	"45-54"	6	640207	0.9 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"55-64 years"	"55-64"	2	583798	0.3 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"65-74 years"	"65-74"	2	454674	0.4 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"10-14 years"	"10-14"	1	432687	0.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"15-19 years"	"15-19"	19	516928	3.7 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"20-24 years"	"20-24"	39	569118	6.9
	"North Carolina"	"37"	"1987"	"1987"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"25-34 years"	"25-34"	56	1133464	4.9
	"North Carolina"	"37"	"1987"	"1987"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"35-44 years"	"35-44"	48	916830	5.2
	"North Carolina"	"37"	"1987"	"1987"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"45-54 years"	"45-54"	60	640207	9.4
	"North Carolina"	"37"	"1987"	"1987"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"55-64 years"	"55-64"	47	583798	8.1
	"North Carolina"	"37"	"1987"	"1987"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"65-74 years"	"65-74"	46	454674	10.1
	"North Carolina"	"37"	"1987"	"1987"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"75-84 years"	"75-84"	35	229006	15.3
	"North Carolina"	"37"	"1987"	"1987"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"85+ years"	"85+"	2	61945	3.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E965.0"	"Homicide"	"3"	"10-14 years"	"10-14"	1	432687	0.2 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E965.0"	"Homicide"	"3"	"15-19 years"	"15-19"	2	516928	0.4 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E965.0"	"Homicide"	"3"	"20-24 years"	"20-24"	4	569118	0.7 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E965.0"	"Homicide"	"3"	"25-34 years"	"25-34"	15	1133464	1.3 (Unreliable)
	"North Carolina"	"37"	"1987"	"1987"	"Handgun"	"E965.0"	"Homicide"	"3"	"35-44 years"	"35-44"	12	916830	1.3 (Unreliable)
